nose_x,nose_y,nose,nose_score,leftEye_x,leftEye_y,leftEye,leftEye_score,rightEye_x,rightEye_y,rightEye,rightEye_score,leftEar_x,leftEar_y,leftEar,leftEar_score,rightEar_x,rightEar_y,rightEar,rightEar_score,leftShoulder_x,leftShoulder_y,leftShoulder,leftShoulder_score,rightShoulder_x,rightShoulder_y,rightShoulder,rightShoulder_score,leftElbow_x,leftElbow_y,leftElbow,leftElbow_score,rightElbow_x,rightElbow_y,rightElbow,rightElbow_score,leftWrist_x,leftWrist_y,leftWrist,leftWrist_score,rightWrist_x,rightWrist_y,rightWrist,rightWrist_score,leftHip_x,leftHip_y,leftHip,leftHip_score,rightHip_x,rightHip_y,rightHip,rightHip_score,leftKnee_x,leftKnee_y,leftKnee,leftKnee_score,rightKnee_x,rightKnee_y,rightKnee,rightKnee_score,leftAnkle_x,leftAnkle_y,leftAnkle,leftAnkle_score,rightAnkle_x,rightAnkle_y,rightAnkle,rightAnkle_score
285.9493408203125,352.7668762207031,1.1568304245816283,0.9965798258781433,285.06689453125,341.0023498535156,1.3180938618484879,0.9907013773918152,253.68064880371094,346.2571716308594,1.1539703497101386,0.9976422190666199,291.94451904296875,345.81524658203125,1.2920885815726244,0.12795934081077576,224.81344604492188,364.77581787109375,0.9841279002554497,0.9061530232429504,287.10302734375,416.58148193359375,0.5,0.5400640368461609,222.52743530273438,426.81072998046875,0.5,0.6697472929954529,294.0330505371094,480.36260986328125,1.0793337828423328,0.24682335555553436,205.22047424316406,519.9655151367188,1.683599880654438,0.8219534754753113,312.6221618652344,507.6869812011719,1.5847935610743147,0.43432551622390747,259.1984558105469,607.8306274414062,2.8477201239128815,0.9369334578514099,638.13427734375,411.8477478027344,5.864806431900414,0.15002381801605225,273.27972412109375,567.0533447265625,2.2411071491081054,0.2415204495191574,505.5209045410156,577.8697509765625,4.517692198495434,0.2753446102142334,506.63995361328125,581.2289428710938,4.559516882853136,0.4522656202316284,483.1338195800781,674.759765625,5.21312450994478,0.6890591979026794,429.81158447265625,705.0751953125,5.094123537580239,0.5967330932617188
331.2247619628906,354.939208984375,1.1930322864815788,0.9875962138175964,324.1637878417969,346.3424377441406,1.224823811537667,0.7172415852546692,308.9881591796875,346.50970458984375,1.118843393100302,0.9891961812973022,327.5892639160156,360.0943298339844,1.1089429844429257,0.03168004751205444,275.0893249511719,362.8916320800781,0.7837529551295035,0.9625011086463928,308.00225830078125,411.6536560058594,0.5,0.7775804996490479,236.0018310546875,430.71563720703125,0.5,0.6689590215682983,385.4544982910156,544.3134765625,2.247930056337799,0.258661687374115,219.29739379882812,528.9072265625,1.6101380128684437,0.8681144118309021,276.0936279296875,614.9888305664062,2.602641576387346,0.12230227887630463,261.5161437988281,611.5043334960938,2.559153512216868,0.8153676390647888,312.3683776855469,523.63427734375,1.4784338885837487,0.2490343302488327,295.3243713378906,580.1760864257812,2.157501693574934,0.1659204214811325,509.82147216796875,582.0885620117188,3.8551822027026734,0.32861435413360596,506.6013488769531,585.4488525390625,3.8451490206110353,0.5358571410179138,481.4210510253906,675.2525634765625,4.420615746078224,0.686932384967804,435.913330078125,703.3253784179688,4.380954004688756,0.552470862865448
221.64300537109375,353.699462890625,0.4650653822533535,0.9974276423454285,233.82398986816406,345.1437072753906,0.5199900790489764,0.9982106685638428,198.76280212402344,347.1473388671875,0.5289252005041294,0.9976491332054138,254.65553283691406,361.879638671875,0.4534185975018735,0.6211408972740173,182.25865173339844,366.7130126953125,0.4641693929022764,0.6292132139205933,306.50396728515625,429.0404052734375,0.5,0.6891105771064758,142.8047637939453,430.50714111328125,0.5,0.7079887986183167,387.726318359375,617.8539428710938,1.520599620448587,0.6044526100158691,114.27989959716797,503.4548645019531,0.8106497670109563,0.779021143913269,152.05763244628906,591.2417602539062,1.0814357348669281,0.19680024683475494,150.18206787109375,592.8958740234375,1.0953675554103972,0.7410510182380676,307.9954833984375,535.323974609375,0.8215127571662069,0.7068230509757996,174.2353057861328,557.9436645507812,0.8413275655814867,0.4613654613494873,387.9996643066406,619.9951171875,1.5315930432729086,0.5810867547988892,292.56158447265625,626.6298217773438,1.2720352267991477,0.7666919231414795,340.9085388183594,722.5653076171875,1.9243478130711098,0.8327513337135315,341.4551086425781,722.880615234375,1.927371505317917,0.5318067073822021
216.42620849609375,360.2225646972656,0.4096760136019719,0.9985331296920776,224.7246551513672,347.2699279785156,0.4812799937015075,0.9995512366294861,190.9615478515625,349.5726013183594,0.5022739239213057,0.9986359477043152,251.5963897705078,366.41082763671875,0.4062181760333435,0.5209320187568665,176.0209503173828,371.4546203613281,0.43542212356789356,0.8057616353034973,311.479736328125,430.117431640625,0.5,0.5942122340202332,134.76280212402344,434.5462646484375,0.5,0.7499427199363708,355.19189453125,493.82232666015625,0.8241311547420705,0.6928301453590393,98.29923248291016,499.3592529296875,0.8014823111474916,0.6313998699188232,148.72592163085938,589.1736450195312,0.9820056817602354,0.16564004123210907,145.45677185058594,592.0838012695312,1.0048520046734282,0.6832368969917297,315.9586181640625,534.5596313476562,0.781182997411328,0.705690324306488,168.07810974121094,552.8976440429688,0.7497564342524952,0.42423102259635925,398.70562744140625,608.21826171875,1.4059175872926566,0.6983460783958435,291.1361999511719,629.9247436523438,1.1821484737560437,0.8553059101104736,343.28277587890625,725.422607421875,1.7919449232957798,0.774672269821167,344.70953369140625,724.4161376953125,1.7897644726363489,0.4841454327106476
219.77684020996094,359.882080078125,0.4046599170436712,0.9972072243690491,235.19674682617188,348.95751953125,0.4680726804688269,0.9995923042297363,196.58226013183594,349.89703369140625,0.48651677723205417,0.9976288080215454,258.3629455566406,364.4740905761719,0.4210505941165703,0.7467954754829407,185.58724975585938,367.8216552734375,0.42196201088978896,0.675136148929596,314.1590270996094,424.4238586425781,0.5,0.6443440318107605,136.1823272705078,439.4926452636719,0.5,0.6263032555580139,356.6955261230469,510.09283447265625,0.8565031309450684,0.7037101984024048,97.00664520263672,499.1929016113281,0.8102922547490019,0.7859880328178406,369.75115966796875,544.9007568359375,1.0271639526095206,0.4212721884250641,140.03753662109375,591.9911499023438,1.0148632559412656,0.840344250202179,312.0191955566406,535.8876953125,0.7582854627447421,0.5271641612052917,172.5636444091797,557.3836059570312,0.7614828545799776,0.44335031509399414,399.7086181640625,607.51220703125,1.3859726655787854,0.46552765369415283,300.7781677246094,624.3745727539062,1.157459340143159,0.798979640007019,352.43035888671875,727.4470825195312,1.8012506564474469,0.653550386428833,355.0523376464844,725.6174926757812,1.7977348181175643,0.514392077922821
241.2562713623047,361.09075927734375,0.38078425733593574,0.997984766960144,254.2337646484375,346.06829833984375,0.47486763825024436,0.9996965527534485,218.38674926757812,347.5395812988281,0.48076712537561206,0.9983951449394226,276.8708801269531,363.86175537109375,0.41881914880267945,0.7401463389396667,193.32818603515625,369.5457763671875,0.43710018265449146,0.6338796019554138,326.6551208496094,421.758056640625,0.5,0.639664351940155,156.9849853515625,429.77825927734375,0.5,0.7412705421447754,365.62213134765625,514.6223754882812,0.8971395455065295,0.5389196872711182,100.87947845458984,492.2377624511719,0.9173947035023435,0.8532875776290894,158.3168182373047,587.6051025390625,1.0721197815194303,0.19055555760860443,151.69393920898438,590.3474731445312,1.1046818099681097,0.7736859917640686,321.9848327636719,530.9490356445312,0.7785697180816037,0.4009307324886322,179.0452880859375,549.3162841796875,0.8158587137595718,0.4460068345069885,405.5759582519531,612.7601318359375,1.4633253801375765,0.5223376750946045,307.6724548339844,623.459228515625,1.2267225267786548,0.834743857383728,359.6604309082031,718.8612060546875,1.8597441993334716,0.8034577369689941,361.739990234375,718.46826171875,1.8622049560710128,0.6019964814186096
268.5570068359375,351.0829772949219,0.42649142901220244,0.9963894486427307,279.24261474609375,342.6042785644531,0.4837095080974114,0.9973012208938599,246.67181396484375,343.5644836425781,0.4985881728514817,0.9981228709220886,311.00701904296875,358.1189270019531,0.4605926236695874,0.7561005353927612,225.25112915039062,369.02264404296875,0.4258939338870931,0.6302086710929871,348.7332458496094,416.5250244140625,0.5,0.8917036652565002,192.53021240234375,418.8293151855469,0.5,0.7402745485305786,430.5030822753906,609.6068725585938,1.5989731644704124,0.3157285749912262,139.25213623046875,494.5747985839844,0.9744561796272377,0.9041711688041687,362.91558837890625,716.4546508789062,2.0016946955877843,0.3689214289188385,175.2382049560547,586.3218383789062,1.2402690548777928,0.8721906542778015,350.0678405761719,526.1847534179688,0.8608162038892516,0.5543264746665955,206.8094482421875,545.9053344726562,0.9168682638532674,0.4115755558013916,430.8744201660156,607.0654296875,1.5880417201030423,0.782575786113739,315.66754150390625,618.7286987304688,1.3188695314599297,0.8576220870018005,368.3611145019531,710.5597534179688,1.9764275936496085,0.7042933702468872,364.90948486328125,715.6088256835938,2.000335738615266,0.5683000087738037
283.10205078125,351.3182678222656,0.4551631193794633,0.9975389242172241,300.3365173339844,341.93585205078125,0.5149508247649093,0.9981417655944824,266.41424560546875,345.32806396484375,0.5106064066391265,0.9987844824790955,327.9053649902344,354.400634765625,0.4933391936837712,0.6769980192184448,245.04469299316406,364.31658935546875,0.46357097714451795,0.7511035203933716,371.2904052734375,425.8187561035156,0.5,0.6390717029571533,208.2862548828125,424.6050720214844,0.5,0.727209210395813,410.17901611328125,495.3337097167969,0.8546987519142653,0.2755926549434662,165.71412658691406,491.7529296875,0.8637027298090465,0.9513415098190308,203.26161193847656,579.1726684570312,1.0834340111754543,0.1298665553331375,196.04737854003906,578.02490234375,1.099782144039851,0.728486955165863,365.8034973144531,518.2506713867188,0.7370389047564267,0.5086742043495178,237.02691650390625,541.28076171875,0.7821548222198679,0.4753379225730896,450.612060546875,603.986572265625,1.4751826926644818,0.7280558347702026,328.98187255859375,612.26220703125,1.172406303278823,0.8267260193824768,391.07244873046875,715.7673950195312,1.8876463223990079,0.7856152653694153,393.3279724121094,714.8489990234375,1.8869398084503575,0.608993649482727
295.65875244140625,354.0165100097656,0.35308667003192146,0.9990981221199036,304.0314025878906,342.0898132324219,0.41166512396351357,0.9990476965904236,273.9094543457031,341.8927001953125,0.4477764691031728,0.9994435906410217,334.4323425292969,355.2627868652344,0.3717287241737839,0.7822209596633911,258.34429931640625,357.60565185546875,0.417485953819094,0.6861746907234192,400.99713134765625,417.9933776855469,0.5,0.7263825535774231,212.53424072265625,421.2806701660156,0.5,0.7743626832962036,427.3099060058594,492.34320068359375,0.7468409360573955,0.6704636812210083,179.8877410888672,494.7711486816406,0.7822927817239614,0.8897901773452759,220.8430938720703,572.5455322265625,0.9305236298455234,0.16639761626720428,217.1605682373047,577.4739379882812,0.9628978863710353,0.7381300330162048,380.8919677734375,521.7102661132812,0.6692571656979852,0.6138888597488403,243.66522216796875,536.7017211914062,0.7055383036014451,0.5524579882621765,450.5776672363281,604.4896240234375,1.2425268809514738,0.761897087097168,338.96282958984375,611.5991821289062,1.0326382241129513,0.771519660949707,405.6481628417969,712.82568359375,1.641529763067679,0.830899715423584,407.92254638671875,712.518798828125,1.6438866149559757,0.5750617980957031
300.0914306640625,348.71270751953125,0.3809221641990081,0.9979023933410645,313.8056945800781,339.4984130859375,0.41921764600098455,0.9994866847991943,281.0706787109375,340.6944274902344,0.46315923577009455,0.9991025328636169,340.7455139160156,354.7457580566406,0.35486870932300824,0.8036033511161804,268.47784423828125,351.2866516113281,0.45180470000249895,0.6002058386802673,407.00128173828125,411.6469421386719,0.5,0.7247421145439148,230.25306701660156,415.2587585449219,0.5,0.8698634505271912,437.56219482421875,488.4971923828125,0.79549348152309,0.7142379283905029,198.31541442871094,493.3394775390625,0.8169172555380256,0.8632199764251709,451.409423828125,540.1206665039062,1.0380389824319622,0.33895906805992126,231.06324768066406,574.4130859375,1.0364931777394575,0.804526686668396,388.3238525390625,525.0006713867188,0.7440192593680113,0.8002806305885315,266.6854553222656,535.7498779296875,0.7515918822009686,0.630908727645874,452.1920471191406,601.0471801757812,1.302626970011277,0.8219687342643738,345.40655517578125,605.88671875,1.099008043255703,0.6939491033554077,416.5735778808594,714.7271728515625,1.7919835428678654,0.8096930980682373,416.9503173828125,713.8338623046875,1.7878405154128831,0.5862390398979187
