"nose","nose_score","leftEye","leftEye_score","rightEye","rightEye_score","leftEar","leftEar_score","rightEar","rightEar_score","leftShoulder","leftShoulder_score","rightShoulder","rightShoulder_score","leftElbow","leftElbow_score","rightElbow","rightElbow_score","leftWrist","leftWrist_score","rightWrist","rightWrist_score","leftHip","leftHip_score","rightHip","rightHip_score","leftKnee","leftKnee_score","rightKnee","rightKnee_score","leftAnkle","leftAnkle_score","rightAnkle","rightAnkle_score"
"0.5188048118261543","0.9933359622955322","0.5901149378205268","0.9969803690910339","0.5962224381431475","0.9960368871688843","0.5457784445406813","0.9426551461219788","0.559098610541723","0.7224323153495789","0.5","0.4319100081920624","0.5","0.4407625198364258","0.7720252740353923","0.783330500125885","0.7944681772134625","0.8853834271430969","1.119132086520737","0.7457588315010071","1.1875788234198723","0.8120191097259521","1.1220269040744173","0.28528499603271484","1.0822185042912789","0.550258457660675","1.6859084776543185","0.5364925861358643","1.6609350939714094","0.5989558696746826","2.272875527908857","0.7219065427780151","2.276334566904919","0.4991261661052704"
"0.5241411456792012","0.9946430921554565","0.5903358477672448","0.9992212057113647","0.5913110501242883","0.9979280233383179","0.5497816038447716","0.9216446876525879","0.5795846616098991","0.9193543195724487","0.5","0.4614952802658081","0.5","0.4436476230621338","0.7630517722834128","0.6066805124282837","0.8178825297905553","0.9241579174995422","1.0854958033253834","0.49683570861816406","1.2160171770847252","0.8808473944664001","2.790147365530465","0.20555202662944794","1.0746971380424382","0.5671443939208984","1.643872991034887","0.6367773413658142","1.6511985803392373","0.7507811188697815","2.221423448470279","0.7075437903404236","2.2238539512681132","0.6913462281227112"
"0.5041793049612335","0.9933919310569763","0.579393408168494","0.9988191723823547","0.5923658496943829","0.9969667792320251","0.5568769705242559","0.9499363899230957","0.5546032240361585","0.8965814709663391","0.5","0.46862444281578064","0.5","0.48452430963516235","0.8013899352240254","0.28618431091308594","0.8069157933342558","0.9310762882232666","1.1291960766926095","0.5549602508544922","1.2076188277357305","0.8701505661010742","0.9844612526147639","0.1091432273387909","1.075435437374859","0.3564690053462982","1.6783332411945922","0.6269940137863159","1.6759533263807969","0.6882510185241699","2.2776586853345573","0.6723554134368896","2.2990093752365275","0.6171363592147827"
"0.5116323594720484","0.9958133101463318","0.5912546457667401","0.9986751675605774","0.5980799928381295","0.9959378242492676","0.5615299754907984","0.9331913590431213","0.5467680271028024","0.9124840497970581","0.5","0.4769541919231415","0.5","0.5187869668006897","0.8123566362638599","0.7841833829879761","0.808675343276054","0.9307382702827454","1.1476677512760987","0.7685670256614685","1.2223292716293799","0.8540956377983093","1.0573307215882406","0.22120852768421173","1.079197903464067","0.5728549361228943","1.685581570040497","0.5070335865020752","1.6718006902668723","0.5467522740364075","2.306786879954607","0.7604026198387146","2.3168346262194457","0.6756991744041443"
"0.5001774599563196","0.9769718050956726","0.5671173275358325","0.9907913208007812","0.5568018814526736","0.9844604134559631","0.543180029312463","0.8591136336326599","0.5049108217469389","0.8876701593399048","0.5","0.3502556085586548","0.5","0.3155484199523926","0.7288175908237388","0.38774511218070984","0.7687091881423755","0.7832713723182678","1.0972668107720003","0.8085095286369324","1.1559239546650282","0.737960934638977","1.0838324697168924","0.2865956127643585","1.0635246187559566","0.7042210102081299","1.5484149701965235","0.3411747217178345","1.552162228905902","0.36848360300064087","2.150770945202648","0.3044922947883606","2.1602452313773894","0.2056739777326584"
"0.483845528513262","0.9937013387680054","0.5721468314134008","0.9942219853401184","0.5110869631809516","0.9977430105209351","0.5959332442949431","0.9592821002006531","0.44401899592288413","0.6273787021636963","0.5","0.5403604507446289","0.5","0.41775479912757874","0.6817930593052204","0.9005776643753052","0.8356407032044926","0.9202785491943359","1.070624248795045","0.8966385722160339","1.2177258969250204","0.658584713935852","0.9258871955355185","0.3615521192550659","1.0352431206030883","0.5307577252388","1.5244925861983911","0.5059227347373962","1.5134208473006279","0.7575358152389526","2.112790996617936","0.593919038772583","2.0478046220699624","0.3842311501502991"
"0.5119659114654627","0.9742660522460938","0.618981538817026","0.9908157587051392","0.5366609552064501","0.9972307085990906","0.6673887585471627","0.9451326727867126","0.4425621115175615","0.9046255350112915","0.5","0.6202821135520935","0.5","0.6012657284736633","1.0980743646236681","0.3408769369125366","0.8943695924418074","0.8816807270050049","1.1466453605852196","0.7211288809776306","1.254822599615902","0.7682328224182129","1.1462150791345145","0.1678120344877243","1.0876210461800473","0.6467269062995911","1.6593432666536796","0.5187429785728455","1.643475738751245","0.6198540329933167","2.1826237004454554","0.3636171519756317","2.1971691265468527","0.36708369851112366"
"0.5309617429284184","0.9550527334213257","0.6121444824216914","0.9857308268547058","0.55293799122373","0.9697237610816956","0.6263400259831156","0.9757611751556396","0.4696700657598012","0.6864071488380432","0.5","0.6507923603057861","0.5","0.6022716164588928","0.6824333195889694","0.43295812606811523","0.8028057025030395","0.9317253232002258","1.0762318486951097","0.4795628488063812","1.1329227322946447","0.5727080702781677","2.0879666001800734","0.18751978874206543","0.9825076628228141","0.5723135471343994","1.6141366436081823","0.6591325998306274","1.6137284898337994","0.6274023056030273","2.0790598996796668","0.6106328964233398","2.071043153352445","0.34867504239082336"
"0.5037701813921303","0.312876433134079","0.5445310587219608","0.94775390625","0.5325786354509868","0.975723922252655","0.5371765403679901","0.7040420770645142","0.491628262287234","0.7995503544807434","0.5","0.4975630044937134","0.5","0.34069913625717163","0.7702409338897706","0.5415850281715393","0.7932221657382853","0.8885132074356079","1.0785575382676977","0.18564584851264954","1.1013427697332543","0.7030906677246094","2.0835366152716976","0.1631472110748291","0.9878672038274995","0.3965720534324646","1.576142697683248","0.724492073059082","1.5835157224959395","0.8031048774719238","2.126747912338265","0.6166967153549194","2.1268645890952387","0.526214599609375"
"0.5218910884525093","0.9385249018669128","0.5559068383374358","0.9838158488273621","0.6093043550255566","0.9855007529258728","0.5091785865243535","0.796577513217926","0.624351854895915","0.850055992603302","0.5","0.732125997543335","0.5","0.42072439193725586","0.9571181973414067","0.13042108714580536","0.8671165074286561","0.83241206407547","1.2252439586452362","0.09736402332782745","1.2120111418919834","0.05720220506191254","2.1754979086320905","0.10457631200551987","1.1644463448444735","0.4727265238761902","1.824679662944349","0.6470909118652344","1.7392425516550594","0.8003473877906799","2.4117879136211458","0.6775128841400146","2.413152364724822","0.5480330586433411"
